station,pollutant,weekday,hour,mean_value,weekday_label
Alphington,CO,0,0,0.25,Mon
Alphington,CO,0,2,0.22,Mon
Alphington,CO,0,3,0.21,Mon
Alphington,CO,0,4,0.2,Mon
Alphington,CO,0,5,0.2,Mon
Alphington,CO,0,6,0.22,Mon
Alphington,CO,0,7,0.27,Mon
Alphington,CO,0,8,0.29,Mon
Alphington,CO,0,9,0.23,Mon
Alphington,CO,0,10,0.19,Mon
Alphington,CO,0,11,0.15,Mon
Alphington,CO,0,12,0.13,Mon
Alphington,CO,0,13,0.12,Mon
Alphington,CO,0,14,0.12,Mon
Alphington,CO,0,15,0.12,Mon
Alphington,CO,0,16,0.13,Mon
Alphington,CO,0,17,0.15,Mon
Alphington,CO,0,18,0.17,Mon
Alphington,CO,0,19,0.17,Mon
Alphington,CO,0,20,0.18,Mon
Alphington,CO,0,21,0.19,Mon
Alphington,CO,0,22,0.2,Mon
Alphington,CO,0,23,0.2,Mon
Alphington,CO,1,0,0.19,Tue
Alphington,CO,1,2,0.18,Tue
Alphington,CO,1,3,0.18,Tue
Alphington,CO,1,4,0.17,Tue
Alphington,CO,1,5,0.17,Tue
Alphington,CO,1,6,0.18,Tue
Alphington,CO,1,7,0.22,Tue
Alphington,CO,1,8,0.23,Tue
Alphington,CO,1,9,0.19,Tue
Alphington,CO,1,10,0.17,Tue
Alphington,CO,1,11,0.14,Tue
Alphington,CO,1,12,0.13,Tue
Alphington,CO,1,13,0.12,Tue
Alphington,CO,1,14,0.12,Tue
Alphington,CO,1,15,0.12,Tue
Alphington,CO,1,16,0.13,Tue
Alphington,CO,1,17,0.17,Tue
Alphington,CO,1,18,0.22,Tue
Alphington,CO,1,19,0.23,Tue
Alphington,CO,1,20,0.26,Tue
Alphington,CO,1,21,0.28,Tue
Alphington,CO,1,22,0.28,Tue
Alphington,CO,1,23,0.27,Tue
Alphington,CO,2,0,0.26,Wed
Alphington,CO,2,2,0.21,Wed
Alphington,CO,2,3,0.2,Wed
Alphington,CO,2,4,0.19,Wed
Alphington,CO,2,5,0.18,Wed
Alphington,CO,2,6,0.2,Wed
Alphington,CO,2,7,0.27,Wed
Alphington,CO,2,8,0.25,Wed
Alphington,CO,2,9,0.22,Wed
Alphington,CO,2,10,0.17,Wed
Alphington,CO,2,11,0.15,Wed
Alphington,CO,2,12,0.14,Wed
Alphington,CO,2,13,0.13,Wed
Alphington,CO,2,14,0.13,Wed
Alphington,CO,2,15,0.14,Wed
Alphington,CO,2,16,0.15,Wed
Alphington,CO,2,17,0.17,Wed
Alphington,CO,2,18,0.21,Wed
Alphington,CO,2,19,0.22,Wed
Alphington,CO,2,20,0.24,Wed
Alphington,CO,2,21,0.24,Wed
Alphington,CO,2,22,0.26,Wed
Alphington,CO,2,23,0.23,Wed
Alphington,CO,3,0,0.22,Thu
Alphington,CO,3,2,0.19,Thu
Alphington,CO,3,3,0.18,Thu
Alphington,CO,3,4,0.17,Thu
Alphington,CO,3,5,0.17,Thu
Alphington,CO,3,6,0.19,Thu
Alphington,CO,3,7,0.22,Thu
Alphington,CO,3,8,0.22,Thu
Alphington,CO,3,9,0.18,Thu
Alphington,CO,3,10,0.15,Thu
Alphington,CO,3,11,0.14,Thu
Alphington,CO,3,12,0.14,Thu
Alphington,CO,3,13,0.14,Thu
Alphington,CO,3,14,0.14,Thu
Alphington,CO,3,15,0.15,Thu
Alphington,CO,3,16,0.16,Thu
Alphington,CO,3,17,0.21,Thu
Alphington,CO,3,18,0.24,Thu
Alphington,CO,3,19,0.25,Thu
Alphington,CO,3,20,0.26,Thu
Alphington,CO,3,21,0.28,Thu
Alphington,CO,3,22,0.26,Thu
Alphington,CO,3,23,0.24,Thu
Alphington,CO,4,0,0.23,Fri
Alphington,CO,4,2,0.2,Fri
Alphington,CO,4,3,0.19,Fri
Alphington,CO,4,4,0.19,Fri
Alphington,CO,4,5,0.19,Fri
Alphington,CO,4,6,0.2,Fri
Alphington,CO,4,7,0.23,Fri
Alphington,CO,4,8,0.24,Fri
Alphington,CO,4,9,0.22,Fri
Alphington,CO,4,10,0.17,Fri
Alphington,CO,4,11,0.15,Fri
Alphington,CO,4,12,0.14,Fri
Alphington,CO,4,13,0.13,Fri
Alphington,CO,4,14,0.13,Fri
Alphington,CO,4,15,0.14,Fri
Alphington,CO,4,16,0.15,Fri
Alphington,CO,4,17,0.18,Fri
Alphington,CO,4,18,0.22,Fri
Alphington,CO,4,19,0.23,Fri
Alphington,CO,4,20,0.22,Fri
Alphington,CO,4,21,0.24,Fri
Alphington,CO,4,22,0.26,Fri
Alphington,CO,4,23,0.25,Fri
Alphington,CO,5,0,0.25,Sat
Alphington,CO,5,2,0.24,Sat
Alphington,CO,5,3,0.23,Sat
Alphington,CO,5,4,0.23,Sat
Alphington,CO,5,5,0.22,Sat
Alphington,CO,5,6,0.21,Sat
Alphington,CO,5,7,0.22,Sat
Alphington,CO,5,8,0.21,Sat
Alphington,CO,5,9,0.19,Sat
Alphington,CO,5,10,0.16,Sat
Alphington,CO,5,11,0.14,Sat
Alphington,CO,5,12,0.13,Sat
Alphington,CO,5,13,0.13,Sat
Alphington,CO,5,14,0.13,Sat
Alphington,CO,5,15,0.13,Sat
Alphington,CO,5,16,0.14,Sat
Alphington,CO,5,17,0.18,Sat
Alphington,CO,5,18,0.23,Sat
Alphington,CO,5,19,0.28,Sat
Alphington,CO,5,20,0.32,Sat
Alphington,CO,5,21,0.33,Sat
Alphington,CO,5,22,0.37,Sat
Alphington,CO,5,23,0.38,Sat
Alphington,CO,6,0,0.37,Sun
Alphington,CO,6,2,0.3,Sun
Alphington,CO,6,3,0.27,Sun
Alphington,CO,6,4,0.25,Sun
Alphington,CO,6,5,0.24,Sun
Alphington,CO,6,6,0.23,Sun
Alphington,CO,6,7,0.23,Sun
Alphington,CO,6,8,0.2,Sun
Alphington,CO,6,9,0.18,Sun
Alphington,CO,6,10,0.16,Sun
Alphington,CO,6,11,0.14,Sun
Alphington,CO,6,12,0.14,Sun
Alphington,CO,6,13,0.14,Sun
Alphington,CO,6,14,0.12,Sun
Alphington,CO,6,15,0.13,Sun
Alphington,CO,6,16,0.15,Sun
Alphington,CO,6,17,0.18,Sun
Alphington,CO,6,18,0.22,Sun
Alphington,CO,6,19,0.26,Sun
Alphington,CO,6,20,0.27,Sun
Alphington,CO,6,21,0.28,Sun
Alphington,CO,6,22,0.26,Sun
Alphington,CO,6,23,0.27,Sun
Alphington,NO2,0,0,7.84,Mon
Alphington,NO2,0,2,6.87,Mon
Alphington,NO2,0,3,6.58,Mon
Alphington,NO2,0,4,6.61,Mon
Alphington,NO2,0,5,7.7,Mon
Alphington,NO2,0,6,10.86,Mon
Alphington,NO2,0,7,13.05,Mon
Alphington,NO2,0,8,12.93,Mon
Alphington,NO2,0,9,10.98,Mon
Alphington,NO2,0,10,9.2,Mon
Alphington,NO2,0,11,7.4,Mon
Alphington,NO2,0,12,6.18,Mon
Alphington,NO2,0,13,5.33,Mon
Alphington,NO2,0,14,5.23,Mon
Alphington,NO2,0,15,5.08,Mon
Alphington,NO2,0,16,5.59,Mon
Alphington,NO2,0,17,7.25,Mon
Alphington,NO2,0,18,8.92,Mon
Alphington,NO2,0,19,9.37,Mon
Alphington,NO2,0,20,9.7,Mon
Alphington,NO2,0,21,9.86,Mon
Alphington,NO2,0,22,9.82,Mon
Alphington,NO2,0,23,9.35,Mon
Alphington,NO2,1,0,8.26,Tue
Alphington,NO2,1,2,6.88,Tue
Alphington,NO2,1,3,7.52,Tue
Alphington,NO2,1,4,7.7,Tue
Alphington,NO2,1,5,8.13,Tue
Alphington,NO2,1,6,10.64,Tue
Alphington,NO2,1,7,13.39,Tue
Alphington,NO2,1,8,13.01,Tue
Alphington,NO2,1,9,10.57,Tue
Alphington,NO2,1,10,9.06,Tue
Alphington,NO2,1,11,7.05,Tue
Alphington,NO2,1,12,5.98,Tue
Alphington,NO2,1,13,5.46,Tue
Alphington,NO2,1,14,5.28,Tue
Alphington,NO2,1,15,5.58,Tue
Alphington,NO2,1,16,6.68,Tue
Alphington,NO2,1,17,9.15,Tue
Alphington,NO2,1,18,10.9,Tue
Alphington,NO2,1,19,11.11,Tue
Alphington,NO2,1,20,11.9,Tue
Alphington,NO2,1,21,13.14,Tue
Alphington,NO2,1,22,12.29,Tue
Alphington,NO2,1,23,10.74,Tue
Alphington,NO2,2,0,9.89,Wed
Alphington,NO2,2,2,7.78,Wed
Alphington,NO2,2,3,7.69,Wed
Alphington,NO2,2,4,7.19,Wed
Alphington,NO2,2,5,8.06,Wed
Alphington,NO2,2,6,11.42,Wed
Alphington,NO2,2,7,13.93,Wed
Alphington,NO2,2,8,13.31,Wed
Alphington,NO2,2,9,11.88,Wed
Alphington,NO2,2,10,9.87,Wed
Alphington,NO2,2,11,8.44,Wed
Alphington,NO2,2,12,7.26,Wed
Alphington,NO2,2,13,6.44,Wed
Alphington,NO2,2,14,6.15,Wed
Alphington,NO2,2,15,6.57,Wed
Alphington,NO2,2,16,7.26,Wed
Alphington,NO2,2,17,8.29,Wed
Alphington,NO2,2,18,9.92,Wed
Alphington,NO2,2,19,9.78,Wed
Alphington,NO2,2,20,9.85,Wed
Alphington,NO2,2,21,9.94,Wed
Alphington,NO2,2,22,9.68,Wed
Alphington,NO2,2,23,8.69,Wed
Alphington,NO2,3,0,7.63,Thu
Alphington,NO2,3,2,5.82,Thu
Alphington,NO2,3,3,5.97,Thu
Alphington,NO2,3,4,5.74,Thu
Alphington,NO2,3,5,6.67,Thu
Alphington,NO2,3,6,10.47,Thu
Alphington,NO2,3,7,13.03,Thu
Alphington,NO2,3,8,11.7,Thu
Alphington,NO2,3,9,8.91,Thu
Alphington,NO2,3,10,7.72,Thu
Alphington,NO2,3,11,7.07,Thu
Alphington,NO2,3,12,6.73,Thu
Alphington,NO2,3,13,6.62,Thu
Alphington,NO2,3,14,6.89,Thu
Alphington,NO2,3,15,7.61,Thu
Alphington,NO2,3,16,8.34,Thu
Alphington,NO2,3,17,9.9,Thu
Alphington,NO2,3,18,11.06,Thu
Alphington,NO2,3,19,11.62,Thu
Alphington,NO2,3,20,11.64,Thu
Alphington,NO2,3,21,11.11,Thu
Alphington,NO2,3,22,10.55,Thu
Alphington,NO2,3,23,9.34,Thu
Alphington,NO2,4,0,8.38,Fri
Alphington,NO2,4,2,6.68,Fri
Alphington,NO2,4,3,6.81,Fri
Alphington,NO2,4,4,7.13,Fri
Alphington,NO2,4,5,7.56,Fri
Alphington,NO2,4,6,10.09,Fri
Alphington,NO2,4,7,12.56,Fri
Alphington,NO2,4,8,11.39,Fri
Alphington,NO2,4,9,9.58,Fri
Alphington,NO2,4,10,7.95,Fri
Alphington,NO2,4,11,6.97,Fri
Alphington,NO2,4,12,6.99,Fri
Alphington,NO2,4,13,6.58,Fri
Alphington,NO2,4,14,6.32,Fri
Alphington,NO2,4,15,7.15,Fri
Alphington,NO2,4,16,7.53,Fri
Alphington,NO2,4,17,8.52,Fri
Alphington,NO2,4,18,9.44,Fri
Alphington,NO2,4,19,9.33,Fri
Alphington,NO2,4,20,9.03,Fri
Alphington,NO2,4,21,9.37,Fri
Alphington,NO2,4,22,9.44,Fri
Alphington,NO2,4,23,9.01,Fri
Alphington,NO2,5,0,8.29,Sat
Alphington,NO2,5,2,7.44,Sat
Alphington,NO2,5,3,7.54,Sat
Alphington,NO2,5,4,7.45,Sat
Alphington,NO2,5,5,7.18,Sat
Alphington,NO2,5,6,7.38,Sat
Alphington,NO2,5,7,7.91,Sat
Alphington,NO2,5,8,7.83,Sat
Alphington,NO2,5,9,7.16,Sat
Alphington,NO2,5,10,6.48,Sat
Alphington,NO2,5,11,5.58,Sat
Alphington,NO2,5,12,4.91,Sat
Alphington,NO2,5,13,4.6,Sat
Alphington,NO2,5,14,4.51,Sat
Alphington,NO2,5,15,4.89,Sat
Alphington,NO2,5,16,5.42,Sat
Alphington,NO2,5,17,7.36,Sat
Alphington,NO2,5,18,9.74,Sat
Alphington,NO2,5,19,11.01,Sat
Alphington,NO2,5,20,11.11,Sat
Alphington,NO2,5,21,10.93,Sat
Alphington,NO2,5,22,10.69,Sat
Alphington,NO2,5,23,10.0,Sat
Alphington,NO2,6,0,9.32,Sun
Alphington,NO2,6,2,7.16,Sun
Alphington,NO2,6,3,7.25,Sun
Alphington,NO2,6,4,6.51,Sun
Alphington,NO2,6,5,5.96,Sun
Alphington,NO2,6,6,5.8,Sun
Alphington,NO2,6,7,6.29,Sun
Alphington,NO2,6,8,6.19,Sun
Alphington,NO2,6,9,5.82,Sun
Alphington,NO2,6,10,5.29,Sun
Alphington,NO2,6,11,4.34,Sun
Alphington,NO2,6,12,3.87,Sun
Alphington,NO2,6,13,3.61,Sun
Alphington,NO2,6,14,3.23,Sun
Alphington,NO2,6,15,3.29,Sun
Alphington,NO2,6,16,4.13,Sun
Alphington,NO2,6,17,6.58,Sun
Alphington,NO2,6,18,8.55,Sun
Alphington,NO2,6,19,9.7,Sun
Alphington,NO2,6,20,9.98,Sun
Alphington,NO2,6,21,9.92,Sun
Alphington,NO2,6,22,9.39,Sun
Alphington,NO2,6,23,8.82,Sun
Alphington,O3,0,0,12.75,Mon
Alphington,O3,0,2,11.33,Mon
Alphington,O3,0,3,11.19,Mon
Alphington,O3,0,4,10.36,Mon
Alphington,O3,0,5,8.92,Mon
Alphington,O3,0,6,6.49,Mon
Alphington,O3,0,7,5.82,Mon
Alphington,O3,0,8,7.71,Mon
Alphington,O3,0,9,12.0,Mon
Alphington,O3,0,10,16.03,Mon
Alphington,O3,0,11,19.48,Mon
Alphington,O3,0,12,22.57,Mon
Alphington,O3,0,13,25.11,Mon
Alphington,O3,0,14,26.12,Mon
Alphington,O3,0,15,26.11,Mon
Alphington,O3,0,16,25.18,Mon
Alphington,O3,0,17,22.6,Mon
Alphington,O3,0,18,19.72,Mon
Alphington,O3,0,19,17.6,Mon
Alphington,O3,0,20,15.81,Mon
Alphington,O3,0,21,14.37,Mon
Alphington,O3,0,22,13.09,Mon
Alphington,O3,0,23,12.33,Mon
Alphington,O3,1,0,12.44,Tue
Alphington,O3,1,2,11.23,Tue
Alphington,O3,1,3,9.76,Tue
Alphington,O3,1,4,8.81,Tue
Alphington,O3,1,5,7.96,Tue
Alphington,O3,1,6,6.84,Tue
Alphington,O3,1,7,5.85,Tue
Alphington,O3,1,8,7.94,Tue
Alphington,O3,1,9,12.41,Tue
Alphington,O3,1,10,15.88,Tue
Alphington,O3,1,11,19.59,Tue
Alphington,O3,1,12,23.01,Tue
Alphington,O3,1,13,25.2,Tue
Alphington,O3,1,14,26.42,Tue
Alphington,O3,1,15,26.25,Tue
Alphington,O3,1,16,25.16,Tue
Alphington,O3,1,17,22.27,Tue
Alphington,O3,1,18,18.53,Tue
Alphington,O3,1,19,16.81,Tue
Alphington,O3,1,20,14.82,Tue
Alphington,O3,1,21,11.74,Tue
Alphington,O3,1,22,10.86,Tue
Alphington,O3,1,23,10.84,Tue
Alphington,O3,2,0,10.91,Wed
Alphington,O3,2,2,10.77,Wed
Alphington,O3,2,3,10.55,Wed
Alphington,O3,2,4,10.26,Wed
Alphington,O3,2,5,9.37,Wed
Alphington,O3,2,6,6.96,Wed
Alphington,O3,2,7,6.12,Wed
Alphington,O3,2,8,8.33,Wed
Alphington,O3,2,9,11.9,Wed
Alphington,O3,2,10,16.26,Wed
Alphington,O3,2,11,19.33,Wed
Alphington,O3,2,12,22.24,Wed
Alphington,O3,2,13,23.97,Wed
Alphington,O3,2,14,24.98,Wed
Alphington,O3,2,15,24.88,Wed
Alphington,O3,2,16,24.11,Wed
Alphington,O3,2,17,21.98,Wed
Alphington,O3,2,18,19.33,Wed
Alphington,O3,2,19,18.16,Wed
Alphington,O3,2,20,16.92,Wed
Alphington,O3,2,21,15.71,Wed
Alphington,O3,2,22,14.19,Wed
Alphington,O3,2,23,13.9,Wed
Alphington,O3,3,0,13.73,Thu
Alphington,O3,3,2,13.49,Thu
Alphington,O3,3,3,13.17,Thu
Alphington,O3,3,4,12.87,Thu
Alphington,O3,3,5,11.71,Thu
Alphington,O3,3,6,8.42,Thu
Alphington,O3,3,7,7.53,Thu
Alphington,O3,3,8,9.81,Thu
Alphington,O3,3,9,13.92,Thu
Alphington,O3,3,10,17.12,Thu
Alphington,O3,3,11,19.78,Thu
Alphington,O3,3,12,21.81,Thu
Alphington,O3,3,13,23.22,Thu
Alphington,O3,3,14,23.91,Thu
Alphington,O3,3,15,23.54,Thu
Alphington,O3,3,16,22.49,Thu
Alphington,O3,3,17,20.22,Thu
Alphington,O3,3,18,17.62,Thu
Alphington,O3,3,19,15.39,Thu
Alphington,O3,3,20,13.6,Thu
Alphington,O3,3,21,12.43,Thu
Alphington,O3,3,22,11.42,Thu
Alphington,O3,3,23,11.93,Thu
Alphington,O3,4,0,11.99,Fri
Alphington,O3,4,2,12.04,Fri
Alphington,O3,4,3,11.9,Fri
Alphington,O3,4,4,11.15,Fri
Alphington,O3,4,5,10.39,Fri
Alphington,O3,4,6,8.44,Fri
Alphington,O3,4,7,7.41,Fri
Alphington,O3,4,8,9.36,Fri
Alphington,O3,4,9,12.71,Fri
Alphington,O3,4,10,16.33,Fri
Alphington,O3,4,11,19.25,Fri
Alphington,O3,4,12,21.12,Fri
Alphington,O3,4,13,23.2,Fri
Alphington,O3,4,14,24.6,Fri
Alphington,O3,4,15,24.77,Fri
Alphington,O3,4,16,23.86,Fri
Alphington,O3,4,17,22.24,Fri
Alphington,O3,4,18,20.2,Fri
Alphington,O3,4,19,17.93,Fri
Alphington,O3,4,20,16.56,Fri
Alphington,O3,4,21,15.26,Fri
Alphington,O3,4,22,13.99,Fri
Alphington,O3,4,23,13.6,Fri
Alphington,O3,5,0,13.05,Sat
Alphington,O3,5,2,10.47,Sat
Alphington,O3,5,3,9.86,Sat
Alphington,O3,5,4,9.43,Sat
Alphington,O3,5,5,9.25,Sat
Alphington,O3,5,6,8.51,Sat
Alphington,O3,5,7,8.91,Sat
Alphington,O3,5,8,11.19,Sat
Alphington,O3,5,9,14.77,Sat
Alphington,O3,5,10,17.83,Sat
Alphington,O3,5,11,21.19,Sat
Alphington,O3,5,12,23.45,Sat
Alphington,O3,5,13,25.22,Sat
Alphington,O3,5,14,26.38,Sat
Alphington,O3,5,15,26.99,Sat
Alphington,O3,5,16,26.5,Sat
Alphington,O3,5,17,23.68,Sat
Alphington,O3,5,18,20.21,Sat
Alphington,O3,5,19,17.24,Sat
Alphington,O3,5,20,15.85,Sat
Alphington,O3,5,21,14.15,Sat
Alphington,O3,5,22,12.76,Sat
Alphington,O3,5,23,12.03,Sat
Alphington,O3,6,0,11.45,Sun
Alphington,O3,6,2,11.27,Sun
Alphington,O3,6,3,10.73,Sun
Alphington,O3,6,4,11.18,Sun
Alphington,O3,6,5,11.03,Sun
Alphington,O3,6,6,10.97,Sun
Alphington,O3,6,7,11.04,Sun
Alphington,O3,6,8,12.78,Sun
Alphington,O3,6,9,15.66,Sun
Alphington,O3,6,10,19.12,Sun
Alphington,O3,6,11,22.44,Sun
Alphington,O3,6,12,24.41,Sun
Alphington,O3,6,13,25.8,Sun
Alphington,O3,6,14,27.35,Sun
Alphington,O3,6,15,27.8,Sun
Alphington,O3,6,16,27.2,Sun
Alphington,O3,6,17,24.07,Sun
Alphington,O3,6,18,21.06,Sun
Alphington,O3,6,19,18.52,Sun
Alphington,O3,6,20,16.51,Sun
Alphington,O3,6,21,15.35,Sun
Alphington,O3,6,22,14.21,Sun
Alphington,O3,6,23,13.28,Sun
Alphington,PM10,0,0,15.9,Mon
Alphington,PM10,0,1,15.83,Mon
Alphington,PM10,0,2,14.05,Mon
Alphington,PM10,0,3,13.97,Mon
Alphington,PM10,0,4,13.85,Mon
Alphington,PM10,0,5,14.45,Mon
Alphington,PM10,0,6,16.32,Mon
Alphington,PM10,0,7,20.76,Mon
Alphington,PM10,0,8,22.65,Mon
Alphington,PM10,0,9,20.24,Mon
Alphington,PM10,0,10,19.54,Mon
Alphington,PM10,0,11,16.57,Mon
Alphington,PM10,0,12,17.13,Mon
Alphington,PM10,0,13,16.72,Mon
Alphington,PM10,0,14,19.01,Mon
Alphington,PM10,0,15,19.36,Mon
Alphington,PM10,0,16,19.58,Mon
Alphington,PM10,0,17,19.82,Mon
Alphington,PM10,0,18,20.86,Mon
Alphington,PM10,0,19,20.53,Mon
Alphington,PM10,0,20,19.16,Mon
Alphington,PM10,0,21,17.31,Mon
Alphington,PM10,0,22,16.35,Mon
Alphington,PM10,0,23,15.22,Mon
Alphington,PM10,1,0,14.12,Tue
Alphington,PM10,1,1,13.11,Tue
Alphington,PM10,1,2,12.8,Tue
Alphington,PM10,1,3,13.32,Tue
Alphington,PM10,1,4,13.05,Tue
Alphington,PM10,1,5,13.88,Tue
Alphington,PM10,1,6,16.3,Tue
Alphington,PM10,1,7,20.84,Tue
Alphington,PM10,1,8,23.44,Tue
Alphington,PM10,1,9,22.82,Tue
Alphington,PM10,1,10,21.37,Tue
Alphington,PM10,1,11,21.19,Tue
Alphington,PM10,1,12,19.23,Tue
Alphington,PM10,1,13,19.36,Tue
Alphington,PM10,1,14,20.56,Tue
Alphington,PM10,1,15,21.7,Tue
Alphington,PM10,1,16,21.86,Tue
Alphington,PM10,1,17,23.69,Tue
Alphington,PM10,1,18,24.35,Tue
Alphington,PM10,1,19,22.32,Tue
Alphington,PM10,1,20,21.53,Tue
Alphington,PM10,1,21,22.99,Tue
Alphington,PM10,1,22,19.64,Tue
Alphington,PM10,1,23,17.63,Tue
Alphington,PM10,2,0,16.75,Wed
Alphington,PM10,2,1,15.71,Wed
Alphington,PM10,2,2,14.69,Wed
Alphington,PM10,2,3,14.61,Wed
Alphington,PM10,2,4,14.57,Wed
Alphington,PM10,2,5,15.36,Wed
Alphington,PM10,2,6,16.84,Wed
Alphington,PM10,2,7,22.54,Wed
Alphington,PM10,2,8,23.55,Wed
Alphington,PM10,2,9,20.19,Wed
Alphington,PM10,2,10,20.03,Wed
Alphington,PM10,2,11,18.45,Wed
Alphington,PM10,2,12,19.1,Wed
Alphington,PM10,2,13,19.27,Wed
Alphington,PM10,2,14,19.49,Wed
Alphington,PM10,2,15,21.73,Wed
Alphington,PM10,2,16,21.44,Wed
Alphington,PM10,2,17,20.04,Wed
Alphington,PM10,2,18,21.06,Wed
Alphington,PM10,2,19,20.61,Wed
Alphington,PM10,2,20,21.49,Wed
Alphington,PM10,2,21,20.06,Wed
Alphington,PM10,2,22,19.62,Wed
Alphington,PM10,2,23,16.99,Wed
Alphington,PM10,3,0,15.54,Thu
Alphington,PM10,3,1,14.41,Thu
Alphington,PM10,3,2,14.04,Thu
Alphington,PM10,3,3,13.09,Thu
Alphington,PM10,3,4,13.23,Thu
Alphington,PM10,3,5,14.77,Thu
Alphington,PM10,3,6,16.37,Thu
Alphington,PM10,3,7,20.39,Thu
Alphington,PM10,3,8,22.49,Thu
Alphington,PM10,3,9,20.59,Thu
Alphington,PM10,3,10,20.71,Thu
Alphington,PM10,3,11,18.45,Thu
Alphington,PM10,3,12,18.34,Thu
Alphington,PM10,3,13,19.09,Thu
Alphington,PM10,3,14,20.67,Thu
Alphington,PM10,3,15,22.32,Thu
Alphington,PM10,3,16,21.2,Thu
Alphington,PM10,3,17,22.76,Thu
Alphington,PM10,3,18,23.41,Thu
Alphington,PM10,3,19,23.53,Thu
Alphington,PM10,3,20,21.66,Thu
Alphington,PM10,3,21,20.92,Thu
Alphington,PM10,3,22,18.0,Thu
Alphington,PM10,3,23,15.45,Thu
Alphington,PM10,4,0,15.04,Fri
Alphington,PM10,4,1,13.71,Fri
Alphington,PM10,4,2,13.96,Fri
Alphington,PM10,4,3,13.64,Fri
Alphington,PM10,4,4,13.39,Fri
Alphington,PM10,4,5,14.1,Fri
Alphington,PM10,4,6,15.87,Fri
Alphington,PM10,4,7,21.12,Fri
Alphington,PM10,4,8,21.0,Fri
Alphington,PM10,4,9,19.91,Fri
Alphington,PM10,4,10,19.51,Fri
Alphington,PM10,4,11,17.74,Fri
Alphington,PM10,4,12,19.81,Fri
Alphington,PM10,4,13,17.82,Fri
Alphington,PM10,4,14,18.74,Fri
Alphington,PM10,4,15,20.74,Fri
Alphington,PM10,4,16,20.41,Fri
Alphington,PM10,4,17,21.08,Fri
Alphington,PM10,4,18,21.18,Fri
Alphington,PM10,4,19,22.96,Fri
Alphington,PM10,4,20,20.17,Fri
Alphington,PM10,4,21,20.15,Fri
Alphington,PM10,4,22,18.59,Fri
Alphington,PM10,4,23,16.96,Fri
Alphington,PM10,5,0,16.41,Sat
Alphington,PM10,5,1,15.41,Sat
Alphington,PM10,5,2,14.82,Sat
Alphington,PM10,5,3,14.76,Sat
Alphington,PM10,5,4,15.64,Sat
Alphington,PM10,5,5,14.69,Sat
Alphington,PM10,5,6,15.62,Sat
Alphington,PM10,5,7,17.38,Sat
Alphington,PM10,5,8,18.27,Sat
Alphington,PM10,5,9,18.62,Sat
Alphington,PM10,5,10,16.92,Sat
Alphington,PM10,5,11,15.32,Sat
Alphington,PM10,5,12,16.59,Sat
Alphington,PM10,5,13,16.45,Sat
Alphington,PM10,5,14,17.47,Sat
Alphington,PM10,5,15,17.56,Sat
Alphington,PM10,5,16,17.53,Sat
Alphington,PM10,5,17,20.89,Sat
Alphington,PM10,5,18,22.07,Sat
Alphington,PM10,5,19,23.46,Sat
Alphington,PM10,5,20,22.53,Sat
Alphington,PM10,5,21,21.48,Sat
Alphington,PM10,5,22,21.0,Sat
Alphington,PM10,5,23,20.44,Sat
Alphington,PM10,6,0,18.82,Sun
Alphington,PM10,6,1,17.01,Sun
Alphington,PM10,6,2,16.98,Sun
Alphington,PM10,6,3,17.04,Sun
Alphington,PM10,6,4,16.68,Sun
Alphington,PM10,6,5,16.96,Sun
Alphington,PM10,6,6,15.86,Sun
Alphington,PM10,6,7,18.96,Sun
Alphington,PM10,6,8,17.16,Sun
Alphington,PM10,6,9,16.93,Sun
Alphington,PM10,6,10,15.96,Sun
Alphington,PM10,6,11,16.68,Sun
Alphington,PM10,6,12,15.04,Sun
Alphington,PM10,6,13,15.29,Sun
Alphington,PM10,6,14,14.19,Sun
Alphington,PM10,6,15,16.85,Sun
Alphington,PM10,6,16,17.54,Sun
Alphington,PM10,6,17,20.11,Sun
Alphington,PM10,6,18,21.72,Sun
Alphington,PM10,6,19,23.32,Sun
Alphington,PM10,6,20,21.34,Sun
Alphington,PM10,6,21,20.68,Sun
Alphington,PM10,6,22,19.3,Sun
Alphington,PM10,6,23,16.48,Sun
Alphington,PM2.5,0,0,9.44,Mon
Alphington,PM2.5,0,1,9.32,Mon
Alphington,PM2.5,0,2,8.0,Mon
Alphington,PM2.5,0,3,7.77,Mon
Alphington,PM2.5,0,4,7.24,Mon
Alphington,PM2.5,0,5,7.39,Mon
Alphington,PM2.5,0,6,7.08,Mon
Alphington,PM2.5,0,7,7.36,Mon
Alphington,PM2.5,0,8,8.3,Mon
Alphington,PM2.5,0,9,8.92,Mon
Alphington,PM2.5,0,10,9.01,Mon
Alphington,PM2.5,0,11,7.68,Mon
Alphington,PM2.5,0,12,10.33,Mon
Alphington,PM2.5,0,13,9.23,Mon
Alphington,PM2.5,0,14,8.05,Mon
Alphington,PM2.5,0,15,7.0,Mon
Alphington,PM2.5,0,16,7.36,Mon
Alphington,PM2.5,0,17,6.31,Mon
Alphington,PM2.5,0,18,5.36,Mon
Alphington,PM2.5,0,19,5.92,Mon
Alphington,PM2.5,0,20,5.63,Mon
Alphington,PM2.5,0,21,6.29,Mon
Alphington,PM2.5,0,22,6.3,Mon
Alphington,PM2.5,0,23,5.84,Mon
Alphington,PM2.5,1,0,6.33,Tue
Alphington,PM2.5,1,1,6.7,Tue
Alphington,PM2.5,1,2,5.74,Tue
