station,pollutant,weekday,hour,mean_value,weekday_label
Brighton,PM2.5,5,0,7.47,Sat
Brighton,PM2.5,5,1,7.71,Sat
Brighton,PM2.5,5,2,7.86,Sat
Brighton,PM2.5,5,3,7.08,Sat
Brighton,PM2.5,5,4,7.02,Sat
Brighton,PM2.5,5,5,7.24,Sat
Brighton,PM2.5,5,6,7.14,Sat
Brighton,PM2.5,5,7,7.23,Sat
Brighton,PM2.5,5,8,8.57,Sat
Brighton,PM2.5,5,9,9.29,Sat
Brighton,PM2.5,5,10,10.47,Sat
Brighton,PM2.5,5,11,10.41,Sat
Brighton,PM2.5,5,12,9.12,Sat
Brighton,PM2.5,5,13,8.48,Sat
Brighton,PM2.5,5,14,8.63,Sat
Brighton,PM2.5,5,15,7.48,Sat
Brighton,PM2.5,5,16,6.37,Sat
Brighton,PM2.5,5,17,6.65,Sat
Brighton,PM2.5,5,18,6.47,Sat
Brighton,PM2.5,5,19,8.29,Sat
Brighton,PM2.5,5,20,9.65,Sat
Brighton,PM2.5,5,21,10.36,Sat
Brighton,PM2.5,5,22,11.34,Sat
Brighton,PM2.5,5,23,11.98,Sat
Brighton,PM2.5,6,0,11.36,Sun
Brighton,PM2.5,6,1,11.2,Sun
Brighton,PM2.5,6,2,10.39,Sun
Brighton,PM2.5,6,3,9.83,Sun
Brighton,PM2.5,6,4,9.07,Sun
Brighton,PM2.5,6,5,9.06,Sun
Brighton,PM2.5,6,6,9.11,Sun
Brighton,PM2.5,6,7,8.49,Sun
Brighton,PM2.5,6,8,8.66,Sun
Brighton,PM2.5,6,9,9.63,Sun
Brighton,PM2.5,6,10,9.74,Sun
Brighton,PM2.5,6,11,9.8,Sun
Brighton,PM2.5,6,12,8.52,Sun
Brighton,PM2.5,6,13,8.78,Sun
Brighton,PM2.5,6,14,9.85,Sun
Brighton,PM2.5,6,15,10.67,Sun
Brighton,PM2.5,6,16,8.95,Sun
Brighton,PM2.5,6,17,9.03,Sun
Brighton,PM2.5,6,18,8.67,Sun
Brighton,PM2.5,6,19,8.38,Sun
Brighton,PM2.5,6,20,8.23,Sun
Brighton,PM2.5,6,21,8.82,Sun
Brighton,PM2.5,6,22,8.45,Sun
Brighton,PM2.5,6,23,8.96,Sun
Brooklyn,PM10,0,0,19.5,Mon
Brooklyn,PM10,0,1,16.59,Mon
Brooklyn,PM10,0,2,15.06,Mon
Brooklyn,PM10,0,3,15.16,Mon
Brooklyn,PM10,0,4,15.21,Mon
Brooklyn,PM10,0,5,21.23,Mon
Brooklyn,PM10,0,6,32.94,Mon
Brooklyn,PM10,0,7,41.92,Mon
Brooklyn,PM10,0,8,38.33,Mon
Brooklyn,PM10,0,9,31.84,Mon
Brooklyn,PM10,0,10,28.23,Mon
Brooklyn,PM10,0,11,26.57,Mon
Brooklyn,PM10,0,12,27.41,Mon
Brooklyn,PM10,0,13,25.11,Mon
Brooklyn,PM10,0,14,24.8,Mon
Brooklyn,PM10,0,15,24.36,Mon
Brooklyn,PM10,0,16,22.94,Mon
Brooklyn,PM10,0,17,25.68,Mon
Brooklyn,PM10,0,18,22.73,Mon
Brooklyn,PM10,0,19,23.12,Mon
Brooklyn,PM10,0,20,20.65,Mon
Brooklyn,PM10,0,21,19.32,Mon
Brooklyn,PM10,0,22,17.61,Mon
Brooklyn,PM10,0,23,17.19,Mon
Brooklyn,PM10,1,0,17.59,Tue
Brooklyn,PM10,1,1,18.37,Tue
Brooklyn,PM10,1,2,17.9,Tue
Brooklyn,PM10,1,3,16.38,Tue
Brooklyn,PM10,1,4,16.41,Tue
Brooklyn,PM10,1,5,20.65,Tue
Brooklyn,PM10,1,6,31.43,Tue
Brooklyn,PM10,1,7,41.83,Tue
Brooklyn,PM10,1,8,42.16,Tue
Brooklyn,PM10,1,9,37.65,Tue
Brooklyn,PM10,1,10,36.89,Tue
Brooklyn,PM10,1,11,30.05,Tue
Brooklyn,PM10,1,12,27.12,Tue
Brooklyn,PM10,1,13,27.38,Tue
Brooklyn,PM10,1,14,28.76,Tue
Brooklyn,PM10,1,15,30.69,Tue
Brooklyn,PM10,1,16,24.44,Tue
Brooklyn,PM10,1,17,23.65,Tue
Brooklyn,PM10,1,18,23.63,Tue
Brooklyn,PM10,1,19,22.79,Tue
Brooklyn,PM10,1,20,25.62,Tue
Brooklyn,PM10,1,21,24.45,Tue
Brooklyn,PM10,1,22,20.89,Tue
Brooklyn,PM10,1,23,18.79,Tue
Brooklyn,PM10,2,0,19.83,Wed
Brooklyn,PM10,2,1,19.71,Wed
Brooklyn,PM10,2,2,18.19,Wed
Brooklyn,PM10,2,3,17.48,Wed
Brooklyn,PM10,2,4,19.19,Wed
Brooklyn,PM10,2,5,23.78,Wed
Brooklyn,PM10,2,6,33.0,Wed
Brooklyn,PM10,2,7,46.84,Wed
Brooklyn,PM10,2,8,48.1,Wed
Brooklyn,PM10,2,9,40.3,Wed
Brooklyn,PM10,2,10,35.7,Wed
Brooklyn,PM10,2,11,33.84,Wed
Brooklyn,PM10,2,12,31.77,Wed
Brooklyn,PM10,2,13,30.17,Wed
Brooklyn,PM10,2,14,29.27,Wed
Brooklyn,PM10,2,15,27.73,Wed
Brooklyn,PM10,2,16,27.37,Wed
Brooklyn,PM10,2,17,24.29,Wed
Brooklyn,PM10,2,18,24.97,Wed
Brooklyn,PM10,2,19,23.21,Wed
Brooklyn,PM10,2,20,23.3,Wed
Brooklyn,PM10,2,21,23.0,Wed
Brooklyn,PM10,2,22,20.67,Wed
Brooklyn,PM10,2,23,18.9,Wed
Brooklyn,PM10,3,0,19.15,Thu
Brooklyn,PM10,3,1,16.61,Thu
Brooklyn,PM10,3,2,15.14,Thu
Brooklyn,PM10,3,3,16.67,Thu
Brooklyn,PM10,3,4,18.12,Thu
Brooklyn,PM10,3,5,22.62,Thu
Brooklyn,PM10,3,6,31.51,Thu
Brooklyn,PM10,3,7,39.53,Thu
Brooklyn,PM10,3,8,41.73,Thu
Brooklyn,PM10,3,9,37.5,Thu
Brooklyn,PM10,3,10,31.34,Thu
Brooklyn,PM10,3,11,26.52,Thu
Brooklyn,PM10,3,12,26.61,Thu
Brooklyn,PM10,3,13,26.45,Thu
Brooklyn,PM10,3,14,26.48,Thu
Brooklyn,PM10,3,15,23.97,Thu
Brooklyn,PM10,3,16,23.3,Thu
Brooklyn,PM10,3,17,24.11,Thu
Brooklyn,PM10,3,18,28.04,Thu
Brooklyn,PM10,3,19,25.41,Thu
Brooklyn,PM10,3,20,21.45,Thu
Brooklyn,PM10,3,21,23.39,Thu
Brooklyn,PM10,3,22,19.78,Thu
Brooklyn,PM10,3,23,18.84,Thu
Brooklyn,PM10,4,0,17.75,Fri
Brooklyn,PM10,4,1,16.76,Fri
Brooklyn,PM10,4,2,15.25,Fri
Brooklyn,PM10,4,3,16.57,Fri
Brooklyn,PM10,4,4,17.86,Fri
Brooklyn,PM10,4,5,23.8,Fri
Brooklyn,PM10,4,6,32.41,Fri
Brooklyn,PM10,4,7,39.74,Fri
Brooklyn,PM10,4,8,40.0,Fri
Brooklyn,PM10,4,9,33.9,Fri
Brooklyn,PM10,4,10,29.22,Fri
Brooklyn,PM10,4,11,27.9,Fri
Brooklyn,PM10,4,12,25.07,Fri
Brooklyn,PM10,4,13,25.95,Fri
Brooklyn,PM10,4,14,28.71,Fri
Brooklyn,PM10,4,15,25.34,Fri
Brooklyn,PM10,4,16,25.06,Fri
Brooklyn,PM10,4,17,22.18,Fri
Brooklyn,PM10,4,18,24.33,Fri
Brooklyn,PM10,4,19,22.07,Fri
Brooklyn,PM10,4,20,21.86,Fri
Brooklyn,PM10,4,21,19.46,Fri
Brooklyn,PM10,4,22,19.32,Fri
Brooklyn,PM10,4,23,19.32,Fri
Brooklyn,PM10,5,0,18.62,Sat
Brooklyn,PM10,5,1,16.22,Sat
Brooklyn,PM10,5,2,16.82,Sat
Brooklyn,PM10,5,3,18.28,Sat
Brooklyn,PM10,5,4,18.19,Sat
Brooklyn,PM10,5,5,17.86,Sat
Brooklyn,PM10,5,6,22.47,Sat
Brooklyn,PM10,5,7,30.15,Sat
Brooklyn,PM10,5,8,33.13,Sat
Brooklyn,PM10,5,9,27.64,Sat
Brooklyn,PM10,5,10,25.01,Sat
Brooklyn,PM10,5,11,23.15,Sat
Brooklyn,PM10,5,12,21.36,Sat
Brooklyn,PM10,5,13,21.64,Sat
Brooklyn,PM10,5,14,19.33,Sat
Brooklyn,PM10,5,15,18.95,Sat
Brooklyn,PM10,5,16,20.76,Sat
Brooklyn,PM10,5,17,21.84,Sat
Brooklyn,PM10,5,18,20.07,Sat
Brooklyn,PM10,5,19,19.05,Sat
Brooklyn,PM10,5,20,19.82,Sat
Brooklyn,PM10,5,21,18.07,Sat
Brooklyn,PM10,5,22,16.86,Sat
Brooklyn,PM10,5,23,16.44,Sat
Brooklyn,PM10,6,0,15.95,Sun
Brooklyn,PM10,6,1,16.36,Sun
Brooklyn,PM10,6,2,17.72,Sun
Brooklyn,PM10,6,3,17.43,Sun
Brooklyn,PM10,6,4,16.6,Sun
Brooklyn,PM10,6,5,15.27,Sun
Brooklyn,PM10,6,6,16.41,Sun
Brooklyn,PM10,6,7,18.12,Sun
Brooklyn,PM10,6,8,18.61,Sun
Brooklyn,PM10,6,9,18.28,Sun
Brooklyn,PM10,6,10,18.24,Sun
Brooklyn,PM10,6,11,19.9,Sun
Brooklyn,PM10,6,12,15.79,Sun
Brooklyn,PM10,6,13,16.3,Sun
Brooklyn,PM10,6,14,17.26,Sun
Brooklyn,PM10,6,15,18.62,Sun
Brooklyn,PM10,6,16,20.65,Sun
Brooklyn,PM10,6,17,21.79,Sun
Brooklyn,PM10,6,18,21.43,Sun
Brooklyn,PM10,6,19,22.27,Sun
Brooklyn,PM10,6,20,21.42,Sun
Brooklyn,PM10,6,21,17.75,Sun
Brooklyn,PM10,6,22,20.26,Sun
Brooklyn,PM10,6,23,17.91,Sun
Dandenong,NO2,0,0,9.44,Mon
Dandenong,NO2,0,2,9.28,Mon
Dandenong,NO2,0,3,9.38,Mon
Dandenong,NO2,0,4,9.53,Mon
Dandenong,NO2,0,5,12.0,Mon
Dandenong,NO2,0,6,15.75,Mon
Dandenong,NO2,0,7,16.52,Mon
Dandenong,NO2,0,8,15.37,Mon
Dandenong,NO2,0,9,13.22,Mon
Dandenong,NO2,0,10,10.96,Mon
Dandenong,NO2,0,11,8.51,Mon
Dandenong,NO2,0,12,6.99,Mon
Dandenong,NO2,0,13,6.65,Mon
Dandenong,NO2,0,14,6.76,Mon
Dandenong,NO2,0,15,7.31,Mon
Dandenong,NO2,0,16,8.0,Mon
Dandenong,NO2,0,17,9.45,Mon
Dandenong,NO2,0,18,10.6,Mon
Dandenong,NO2,0,19,10.45,Mon
Dandenong,NO2,0,20,10.66,Mon
Dandenong,NO2,0,21,10.31,Mon
Dandenong,NO2,0,22,9.32,Mon
Dandenong,NO2,0,23,9.71,Mon
Dandenong,NO2,1,0,9.09,Tue
Dandenong,NO2,1,2,8.63,Tue
Dandenong,NO2,1,3,8.6,Tue
Dandenong,NO2,1,4,8.69,Tue
Dandenong,NO2,1,5,11.38,Tue
Dandenong,NO2,1,6,16.06,Tue
Dandenong,NO2,1,7,17.19,Tue
Dandenong,NO2,1,8,15.09,Tue
Dandenong,NO2,1,9,11.35,Tue
Dandenong,NO2,1,10,8.38,Tue
Dandenong,NO2,1,11,7.14,Tue
Dandenong,NO2,1,12,6.88,Tue
Dandenong,NO2,1,13,6.55,Tue
Dandenong,NO2,1,14,6.4,Tue
Dandenong,NO2,1,15,7.44,Tue
Dandenong,NO2,1,16,8.58,Tue
Dandenong,NO2,1,17,11.13,Tue
Dandenong,NO2,1,18,13.44,Tue
Dandenong,NO2,1,19,14.08,Tue
Dandenong,NO2,1,20,13.81,Tue
Dandenong,NO2,1,21,12.12,Tue
Dandenong,NO2,1,22,10.98,Tue
Dandenong,NO2,1,23,10.45,Tue
Dandenong,NO2,2,0,9.75,Wed
Dandenong,NO2,2,2,9.04,Wed
Dandenong,NO2,2,3,9.02,Wed
Dandenong,NO2,2,4,9.06,Wed
Dandenong,NO2,2,5,11.64,Wed
Dandenong,NO2,2,6,16.51,Wed
Dandenong,NO2,2,7,17.84,Wed
Dandenong,NO2,2,8,16.39,Wed
Dandenong,NO2,2,9,12.65,Wed
Dandenong,NO2,2,10,9.58,Wed
Dandenong,NO2,2,11,8.42,Wed
Dandenong,NO2,2,12,7.33,Wed
Dandenong,NO2,2,13,7.49,Wed
Dandenong,NO2,2,14,7.38,Wed
Dandenong,NO2,2,15,7.65,Wed
Dandenong,NO2,2,16,8.4,Wed
Dandenong,NO2,2,17,10.54,Wed
Dandenong,NO2,2,18,11.39,Wed
Dandenong,NO2,2,19,10.44,Wed
Dandenong,NO2,2,20,10.34,Wed
Dandenong,NO2,2,21,10.77,Wed
Dandenong,NO2,2,22,10.28,Wed
Dandenong,NO2,2,23,9.95,Wed
Dandenong,NO2,3,0,9.33,Thu
Dandenong,NO2,3,2,7.73,Thu
Dandenong,NO2,3,3,7.6,Thu
Dandenong,NO2,3,4,8.31,Thu
Dandenong,NO2,3,5,11.26,Thu
Dandenong,NO2,3,6,15.33,Thu
Dandenong,NO2,3,7,16.9,Thu
Dandenong,NO2,3,8,15.18,Thu
Dandenong,NO2,3,9,12.72,Thu
Dandenong,NO2,3,10,10.65,Thu
Dandenong,NO2,3,11,9.51,Thu
Dandenong,NO2,3,12,8.06,Thu
Dandenong,NO2,3,13,8.03,Thu
Dandenong,NO2,3,14,8.23,Thu
Dandenong,NO2,3,15,8.77,Thu
Dandenong,NO2,3,16,9.04,Thu
Dandenong,NO2,3,17,11.18,Thu
Dandenong,NO2,3,18,12.34,Thu
Dandenong,NO2,3,19,12.31,Thu
Dandenong,NO2,3,20,12.23,Thu
Dandenong,NO2,3,21,11.76,Thu
Dandenong,NO2,3,22,11.24,Thu
Dandenong,NO2,3,23,10.45,Thu
Dandenong,NO2,4,0,9.98,Fri
Dandenong,NO2,4,2,9.2,Fri
Dandenong,NO2,4,3,8.97,Fri
Dandenong,NO2,4,4,9.15,Fri
Dandenong,NO2,4,5,11.94,Fri
Dandenong,NO2,4,6,15.96,Fri
Dandenong,NO2,4,7,16.15,Fri
Dandenong,NO2,4,8,14.59,Fri
Dandenong,NO2,4,9,11.69,Fri
Dandenong,NO2,4,10,9.8,Fri
Dandenong,NO2,4,11,8.79,Fri
Dandenong,NO2,4,12,8.67,Fri
Dandenong,NO2,4,13,8.42,Fri
Dandenong,NO2,4,14,8.01,Fri
Dandenong,NO2,4,15,8.27,Fri
Dandenong,NO2,4,16,8.45,Fri
Dandenong,NO2,4,17,9.83,Fri
Dandenong,NO2,4,18,10.85,Fri
Dandenong,NO2,4,19,9.79,Fri
Dandenong,NO2,4,20,10.12,Fri
Dandenong,NO2,4,21,9.14,Fri
Dandenong,NO2,4,22,8.87,Fri
Dandenong,NO2,4,23,9.01,Fri
Dandenong,NO2,5,0,8.72,Sat
Dandenong,NO2,5,2,8.55,Sat
Dandenong,NO2,5,3,8.07,Sat
Dandenong,NO2,5,4,8.37,Sat
Dandenong,NO2,5,5,9.76,Sat
Dandenong,NO2,5,6,11.1,Sat
Dandenong,NO2,5,7,11.6,Sat
Dandenong,NO2,5,8,10.51,Sat
Dandenong,NO2,5,9,8.47,Sat
Dandenong,NO2,5,10,6.83,Sat
Dandenong,NO2,5,11,6.12,Sat
Dandenong,NO2,5,12,5.33,Sat
Dandenong,NO2,5,13,5.29,Sat
Dandenong,NO2,5,14,4.82,Sat
Dandenong,NO2,5,15,4.96,Sat
Dandenong,NO2,5,16,5.51,Sat
Dandenong,NO2,5,17,7.25,Sat
Dandenong,NO2,5,18,9.31,Sat
Dandenong,NO2,5,19,10.69,Sat
Dandenong,NO2,5,20,10.77,Sat
Dandenong,NO2,5,21,10.85,Sat
Dandenong,NO2,5,22,11.52,Sat
Dandenong,NO2,5,23,11.08,Sat
Dandenong,NO2,6,0,10.67,Sun
Dandenong,NO2,6,2,9.98,Sun
Dandenong,NO2,6,3,9.35,Sun
Dandenong,NO2,6,4,8.54,Sun
Dandenong,NO2,6,5,8.08,Sun
Dandenong,NO2,6,6,8.03,Sun
Dandenong,NO2,6,7,8.43,Sun
Dandenong,NO2,6,8,7.65,Sun
Dandenong,NO2,6,9,7.09,Sun
Dandenong,NO2,6,10,6.07,Sun
Dandenong,NO2,6,11,5.1,Sun
Dandenong,NO2,6,12,4.25,Sun
Dandenong,NO2,6,13,4.22,Sun
Dandenong,NO2,6,14,4.22,Sun
Dandenong,NO2,6,15,4.16,Sun
Dandenong,NO2,6,16,4.83,Sun
Dandenong,NO2,6,17,7.53,Sun
Dandenong,NO2,6,18,10.44,Sun
Dandenong,NO2,6,19,11.6,Sun
Dandenong,NO2,6,20,11.63,Sun
Dandenong,NO2,6,21,10.56,Sun
Dandenong,NO2,6,22,10.65,Sun
Dandenong,NO2,6,23,9.99,Sun
Dandenong,O3,0,0,15.06,Mon
Dandenong,O3,0,2,13.39,Mon
Dandenong,O3,0,3,12.37,Mon
Dandenong,O3,0,4,11.53,Mon
Dandenong,O3,0,5,9.0,Mon
Dandenong,O3,0,6,6.34,Mon
Dandenong,O3,0,7,7.26,Mon
Dandenong,O3,0,8,9.91,Mon
Dandenong,O3,0,9,13.19,Mon
Dandenong,O3,0,10,16.84,Mon
Dandenong,O3,0,11,20.4,Mon
Dandenong,O3,0,12,24.03,Mon
Dandenong,O3,0,13,25.47,Mon
Dandenong,O3,0,14,25.76,Mon
Dandenong,O3,0,15,25.39,Mon
Dandenong,O3,0,16,24.38,Mon
Dandenong,O3,0,17,22.25,Mon
Dandenong,O3,0,18,20.1,Mon
Dandenong,O3,0,19,18.72,Mon
Dandenong,O3,0,20,17.09,Mon
Dandenong,O3,0,21,16.4,Mon
Dandenong,O3,0,22,16.56,Mon
Dandenong,O3,0,23,15.6,Mon
Dandenong,O3,1,0,14.89,Tue
Dandenong,O3,1,2,14.07,Tue
Dandenong,O3,1,3,13.3,Tue
Dandenong,O3,1,4,12.66,Tue
Dandenong,O3,1,5,10.91,Tue
Dandenong,O3,1,6,7.41,Tue
Dandenong,O3,1,7,7.48,Tue
Dandenong,O3,1,8,10.61,Tue
Dandenong,O3,1,9,14.54,Tue
Dandenong,O3,1,10,18.34,Tue
Dandenong,O3,1,11,21.04,Tue
Dandenong,O3,1,12,23.66,Tue
Dandenong,O3,1,13,25.66,Tue
Dandenong,O3,1,14,27.11,Tue
Dandenong,O3,1,15,26.68,Tue
Dandenong,O3,1,16,25.6,Tue
Dandenong,O3,1,17,22.38,Tue
Dandenong,O3,1,18,18.93,Tue
Dandenong,O3,1,19,16.61,Tue
Dandenong,O3,1,20,14.85,Tue
Dandenong,O3,1,21,14.58,Tue
Dandenong,O3,1,22,14.32,Tue
Dandenong,O3,1,23,13.46,Tue
Dandenong,O3,2,0,13.64,Wed
Dandenong,O3,2,2,13.32,Wed
Dandenong,O3,2,3,12.76,Wed
Dandenong,O3,2,4,12.42,Wed
Dandenong,O3,2,5,10.89,Wed
Dandenong,O3,2,6,7.8,Wed
Dandenong,O3,2,7,7.53,Wed
Dandenong,O3,2,8,10.17,Wed
Dandenong,O3,2,9,14.14,Wed
Dandenong,O3,2,10,18.38,Wed
Dandenong,O3,2,11,21.16,Wed
Dandenong,O3,2,12,23.27,Wed
Dandenong,O3,2,13,24.23,Wed
Dandenong,O3,2,14,24.87,Wed
Dandenong,O3,2,15,24.91,Wed
Dandenong,O3,2,16,24.07,Wed
Dandenong,O3,2,17,21.44,Wed
Dandenong,O3,2,18,19.44,Wed
Dandenong,O3,2,19,18.99,Wed
Dandenong,O3,2,20,17.88,Wed
Dandenong,O3,2,21,16.55,Wed
Dandenong,O3,2,22,15.63,Wed
Dandenong,O3,2,23,14.91,Wed
Dandenong,O3,3,0,14.75,Thu
Dandenong,O3,3,2,14.86,Thu
Dandenong,O3,3,3,14.63,Thu
Dandenong,O3,3,4,13.71,Thu
Dandenong,O3,3,5,11.16,Thu
Dandenong,O3,3,6,8.32,Thu
Dandenong,O3,3,7,8.22,Thu
Dandenong,O3,3,8,10.76,Thu
Dandenong,O3,3,9,14.45,Thu
Dandenong,O3,3,10,18.07,Thu
Dandenong,O3,3,11,21.02,Thu
Dandenong,O3,3,12,23.03,Thu
Dandenong,O3,3,13,24.41,Thu
Dandenong,O3,3,14,25.09,Thu
Dandenong,O3,3,15,24.95,Thu
Dandenong,O3,3,16,24.23,Thu
Dandenong,O3,3,17,21.43,Thu
Dandenong,O3,3,18,19.06,Thu
Dandenong,O3,3,19,17.1,Thu
Dandenong,O3,3,20,15.45,Thu
Dandenong,O3,3,21,14.28,Thu
Dandenong,O3,3,22,13.51,Thu
Dandenong,O3,3,23,13.5,Thu
Dandenong,O3,4,0,13.42,Fri
Dandenong,O3,4,2,12.76,Fri
Dandenong,O3,4,3,13.24,Fri
Dandenong,O3,4,4,12.68,Fri
Dandenong,O3,4,5,10.02,Fri
Dandenong,O3,4,6,7.52,Fri
Dandenong,O3,4,7,8.32,Fri
Dandenong,O3,4,8,11.0,Fri
Dandenong,O3,4,9,14.41,Fri
Dandenong,O3,4,10,17.76,Fri
Dandenong,O3,4,11,20.8,Fri
Dandenong,O3,4,12,23.21,Fri
Dandenong,O3,4,13,24.75,Fri
Dandenong,O3,4,14,25.69,Fri
Dandenong,O3,4,15,25.72,Fri
Dandenong,O3,4,16,24.37,Fri
Dandenong,O3,4,17,23.07,Fri
Dandenong,O3,4,18,21.17,Fri
Dandenong,O3,4,19,20.46,Fri
Dandenong,O3,4,20,17.99,Fri
Dandenong,O3,4,21,17.55,Fri
Dandenong,O3,4,22,16.78,Fri
Dandenong,O3,4,23,15.55,Fri
Dandenong,O3,5,0,14.88,Sat
Dandenong,O3,5,2,14.3,Sat
Dandenong,O3,5,3,13.61,Sat
Dandenong,O3,5,4,12.91,Sat
Dandenong,O3,5,5,11.67,Sat
Dandenong,O3,5,6,10.18,Sat
Dandenong,O3,5,7,10.74,Sat
Dandenong,O3,5,8,14.17,Sat
Dandenong,O3,5,9,17.68,Sat
Dandenong,O3,5,10,20.7,Sat
Dandenong,O3,5,11,22.69,Sat
Dandenong,O3,5,12,24.92,Sat
Dandenong,O3,5,13,25.77,Sat
Dandenong,O3,5,14,27.5,Sat
Dandenong,O3,5,15,28.14,Sat
Dandenong,O3,5,16,27.68,Sat
Dandenong,O3,5,17,25.52,Sat
Dandenong,O3,5,18,22.02,Sat
Dandenong,O3,5,19,19.81,Sat
Dandenong,O3,5,20,17.78,Sat
Dandenong,O3,5,21,16.27,Sat
Dandenong,O3,5,22,14.96,Sat
Dandenong,O3,5,23,14.51,Sat
Dandenong,O3,6,0,14.23,Sun
Dandenong,O3,6,2,14.14,Sun
Dandenong,O3,6,3,13.94,Sun
Dandenong,O3,6,4,13.95,Sun
Dandenong,O3,6,5,13.57,Sun
Dandenong,O3,6,6,13.11,Sun
Dandenong,O3,6,7,13.17,Sun
Dandenong,O3,6,8,15.3,Sun
Dandenong,O3,6,9,18.1,Sun
Dandenong,O3,6,10,21.14,Sun
Dandenong,O3,6,11,23.98,Sun
Dandenong,O3,6,12,26.34,Sun
Dandenong,O3,6,13,27.49,Sun
Dandenong,O3,6,14,28.25,Sun
Dandenong,O3,6,15,28.65,Sun
Dandenong,O3,6,16,27.74,Sun
Dandenong,O3,6,17,24.75,Sun
Dandenong,O3,6,18,21.25,Sun
Dandenong,O3,6,19,18.53,Sun
Dandenong,O3,6,20,17.14,Sun
Dandenong,O3,6,21,16.98,Sun
Dandenong,O3,6,22,15.87,Sun
Dandenong,O3,6,23,15.46,Sun
Dandenong,PM10,0,0,16.82,Mon
Dandenong,PM10,0,1,15.26,Mon
Dandenong,PM10,0,2,14.68,Mon
Dandenong,PM10,0,3,12.99,Mon
Dandenong,PM10,0,4,13.2,Mon
Dandenong,PM10,0,5,14.25,Mon
Dandenong,PM10,0,6,17.89,Mon
Dandenong,PM10,0,7,20.0,Mon
Dandenong,PM10,0,8,23.3,Mon
Dandenong,PM10,0,9,21.71,Mon
Dandenong,PM10,0,10,16.83,Mon
Dandenong,PM10,0,11,17.7,Mon
Dandenong,PM10,0,12,18.74,Mon
Dandenong,PM10,0,13,18.42,Mon
Dandenong,PM10,0,14,19.49,Mon
Dandenong,PM10,0,15,18.57,Mon
Dandenong,PM10,0,16,20.11,Mon
Dandenong,PM10,0,17,21.21,Mon
Dandenong,PM10,0,18,21.95,Mon
Dandenong,PM10,0,19,21.35,Mon
Dandenong,PM10,0,20,18.86,Mon
Dandenong,PM10,0,21,19.36,Mon
Dandenong,PM10,0,22,17.81,Mon
Dandenong,PM10,0,23,16.8,Mon
Dandenong,PM10,1,0,15.43,Tue
Dandenong,PM10,1,1,14.59,Tue
Dandenong,PM10,1,2,13.81,Tue
Dandenong,PM10,1,3,13.25,Tue
Dandenong,PM10,1,4,12.76,Tue
Dandenong,PM10,1,5,14.93,Tue
Dandenong,PM10,1,6,18.83,Tue
Dandenong,PM10,1,7,20.06,Tue
Dandenong,PM10,1,8,19.82,Tue
Dandenong,PM10,1,9,19.23,Tue
Dandenong,PM10,1,10,18.91,Tue
Dandenong,PM10,1,11,18.55,Tue
Dandenong,PM10,1,12,18.08,Tue
Dandenong,PM10,1,13,20.71,Tue
Dandenong,PM10,1,14,18.16,Tue
Dandenong,PM10,1,15,21.46,Tue
Dandenong,PM10,1,16,21.13,Tue
Dandenong,PM10,1,17,21.62,Tue
Dandenong,PM10,1,18,22.6,Tue
Dandenong,PM10,1,19,20.49,Tue
Dandenong,PM10,1,20,22.76,Tue
Dandenong,PM10,1,21,20.76,Tue
Dandenong,PM10,1,22,18.91,Tue
Dandenong,PM10,1,23,17.85,Tue
Dandenong,PM10,2,0,15.67,Wed
Dandenong,PM10,2,1,14.41,Wed
Dandenong,PM10,2,2,15.27,Wed
Dandenong,PM10,2,3,14.54,Wed
Dandenong,PM10,2,4,15.11,Wed
Dandenong,PM10,2,5,14.91,Wed
Dandenong,PM10,2,6,17.64,Wed
Dandenong,PM10,2,7,22.98,Wed
Dandenong,PM10,2,8,24.44,Wed
Dandenong,PM10,2,9,20.45,Wed
Dandenong,PM10,2,10,17.84,Wed
Dandenong,PM10,2,11,18.8,Wed
Dandenong,PM10,2,12,19.26,Wed
Dandenong,PM10,2,13,19.25,Wed
Dandenong,PM10,2,14,20.22,Wed
Dandenong,PM10,2,15,22.2,Wed
Dandenong,PM10,2,16,20.91,Wed
Dandenong,PM10,2,17,20.72,Wed
Dandenong,PM10,2,18,20.21,Wed
Dandenong,PM10,2,19,19.91,Wed
Dandenong,PM10,2,20,18.7,Wed
Dandenong,PM10,2,21,18.77,Wed
Dandenong,PM10,2,22,19.38,Wed
Dandenong,PM10,2,23,16.87,Wed
Dandenong,PM10,3,0,16.2,Thu
Dandenong,PM10,3,1,14.1,Thu
Dandenong,PM10,3,2,13.98,Thu
Dandenong,PM10,3,3,14.1,Thu
Dandenong,PM10,3,4,14.42,Thu
Dandenong,PM10,3,5,15.41,Thu
Dandenong,PM10,3,6,17.84,Thu
Dandenong,PM10,3,7,20.18,Thu
Dandenong,PM10,3,8,21.23,Thu
Dandenong,PM10,3,9,19.51,Thu
Dandenong,PM10,3,10,18.1,Thu
Dandenong,PM10,3,11,18.94,Thu
Dandenong,PM10,3,12,18.01,Thu
Dandenong,PM10,3,13,19.2,Thu
Dandenong,PM10,3,14,19.55,Thu
Dandenong,PM10,3,15,22.6,Thu
Dandenong,PM10,3,16,21.92,Thu
Dandenong,PM10,3,17,22.24,Thu
Dandenong,PM10,3,18,21.18,Thu
Dandenong,PM10,3,19,20.81,Thu
Dandenong,PM10,3,20,19.81,Thu
Dandenong,PM10,3,21,20.31,Thu
